Feature,Mean |SHAP|
numerical__TouchNose_RightWrist_gyro_magnitude_spectral_power,0.0
numerical__PointFinger_Left_GyroZ_Min,0.0
numerical__TouchNose_RightWrist_gyro_y_dominant_frequency,0.0
numerical__TouchIndex_Right_GyroZ_Min,0.0
numerical__TouchNose_RightWrist_gyro_y_spectral_power,0.0
numerical__DrinkGlas_Right_GyroZ_Max,0.0
numerical__TouchIndex_Left_GyroZ_Max,0.0
numerical__LiftHold_Left_GyroZ_Range,0.0
numerical__TouchNose_Left_GyroZ_Range,0.0
numerical__Q03,0.0
numerical__LiftHold_Right_GyroZ_IQR,0.0
numerical__Q07,0.0
numerical__TouchIndex_Left_GyroZ_IQR,0.0
numerical__Q09,0.0
numerical__Q10,0.0
numerical__HoldWeight_Left_AccX_Std,0.0
numerical__gastrointestinal_count,0.0
numerical__TouchIndex_Right_GyroZ_IQR,0.0
numerical__pain_count,0.0
numerical__miscellaneous_count,0.0
numerical__apathy_attention_memory_count,0.0
numerical__TouchNose_Left_GyroZ_IQR,0.0
numerical__sexual_function_count,0.0
numerical__DrinkGlas_Left_GyroZ_RMS,0.0
numerical__DrinkGlas_Right_GyroZ_RMS,0.0
numerical__DrinkGlas_Left_GyroZ_Energy,0.0
numerical__weight_kg,0.0
categorical__gender_Female,0.0
categorical__gender_Male,0.0
categorical__family_history_first_degree_No,0.0
numerical__DrinkGlas_Right_GyroZ_Energy,0.0
numerical__CrossArms_Left_AccMag_Mean,0.0
numerical__DrinkGlas_Right_AccMag_Mean,0.0
numerical__HoldWeight_Left_AccMag_Mean,0.0
numerical__CrossArms_Left_AccX_IQR,0.0
numerical__CrossArms_Right_AccX_IQR,0.0
numerical__DrinkGlas_Left_AccX_IQR,0.0
numerical__DrinkGlas_Right_AccX_IQR,0.0
numerical__HoldWeight_Left_AccX_IQR,0.0
numerical__LiftHold_Left_AccX_IQR,0.0
numerical__LiftHold_Left_AccMag_Mean,0.0
numerical__LiftHold_Right_AccMag_Mean,0.0
numerical__PointFinger_Right_AccX_IQR,0.0
numerical__StretchHold_Left_AccX_IQR,0.0
numerical__StretchHold_Left_AccMag_Mean,0.0
numerical__TouchNose_Right_AccX_IQR,0.0
numerical__TouchNose_LeftWrist_acc_x_spectral_centroid,0.0
