Feature,Mean |SHAP|
numerical__StretchHold_Left_AccZ_RMS,0.0
numerical__DrinkGlas_Left_AccZ_Energy,0.0
numerical__HoldWeight_Left_GyroX_Std,0.0
numerical__HoldWeight_Right_GyroX_Std,0.0
numerical__HoldWeight_Left_GyroX_Min,0.0
numerical__HoldWeight_Right_GyroMag_Median,0.0
numerical__CrossArms_RightWrist_gyro_z_spectral_entropy,0.0
numerical__CrossArms_LeftWrist_gyro_magnitude_dominant_frequency,0.0
numerical__LiftHold_Left_GyroX_Min,0.0
numerical__CrossArms_LeftWrist_gyro_y_dominant_frequency,0.0
numerical__CrossArms_LeftWrist_gyro_x_dominant_frequency,0.0
numerical__CrossArms_RightWrist_gyro_x_dominant_frequency,0.0
numerical__StretchHold_RightWrist_gyro_x_dominant_frequency,0.0
numerical__HoldWeight_Left_AccZ_Std,0.0
numerical__CrossArms_LeftWrist_gyro_z_dominant_frequency,0.0
numerical__LiftHold_Left_AccZ_Std,0.0
numerical__StretchHold_Left_AccZ_Range,0.0
numerical__HoldWeight_Left_AccZ_IQR,0.0
numerical__DrinkGlas_Left_AccZ_RMS,0.0
numerical__TouchIndex_RightWrist_acc_x_spectral_entropy,0.0
numerical__TouchIndex_RightWrist_acc_y_spectral_entropy,0.0
numerical__StretchHold_LeftWrist_acc_y_spectral_entropy,0.0
numerical__HoldWeight_Left_AccZ_RMS,0.0
numerical__TouchNose_LeftWrist_gyro_magnitude_dominant_frequency,0.0
numerical__TouchNose_LeftWrist_acc_x_spectral_entropy,0.0
numerical__LiftHold_Left_AccY_RMS,0.0
numerical__TouchNose_LeftWrist_gyro_z_dominant_frequency,0.0
numerical__LiftHold_Right_AccY_RMS,0.0
numerical__StretchHold_Left_AccY_RMS,0.0
numerical__PointFinger_Left_AccZ_Median,0.0
numerical__LiftHold_Right_AccY_IQR,0.0
numerical__HoldWeight_Left_GyroMag_Range,0.0
numerical__LiftHold_Left_GyroMag_Range,0.0
numerical__HoldWeight_Left_GyroMag_RMS,0.0
numerical__HoldWeight_Right_GyroMag_RMS,0.0
numerical__LiftHold_Left_GyroMag_RMS,0.0
numerical__PointFinger_Left_GyroMag_RMS,0.0
numerical__DrinkGlas_Left_GyroMag_Energy,0.0
numerical__TouchNose_RightWrist_gyro_magnitude_dominant_frequency,0.0
numerical__PointFinger_Left_GyroMag_Energy,0.0
numerical__TouchNose_Left_GyroMag_Energy,0.0
numerical__TouchNose_Right_GyroMag_Std,0.0
numerical__TouchNose_Right_GyroMag_Energy,0.0
numerical__CrossArms_Left_GyroMag_Min,0.0
numerical__LiftHold_Right_GyroMag_Min,0.0
numerical__HoldWeight_Left_GyroMag_Max,0.0
numerical__TouchNose_Left_GyroMag_Max,0.0
numerical__DrinkGlas_Right_GyroMag_Range,0.0
numerical__Q03,0.0
numerical__HoldWeight_Left_AccX_RMS,0.0
numerical__LiftHold_Left_AccX_RMS,0.0
numerical__StretchHold_Left_AccX_RMS,0.0
numerical__LiftHold_Left_AccY_Std,0.0
numerical__StretchHold_Left_AccY_Std,0.0
numerical__Q07,0.0
