Confidence Level,Coverage,Average Prediction Set Size,Singleton Prediction Rate,Ambiguous Prediction Rate,Empty Prediction Rate
0.8,0.7323943661971831,1.0704225352112675,0.9014084507042254,0.08450704225352113,0.014084507042253521
0.9,0.9436619718309859,1.647887323943662,0.4647887323943662,0.5352112676056338,0.0
0.95,0.971830985915493,1.7746478873239437,0.36619718309859156,0.6338028169014085,0.0
