dataset,fold,feature,selection_score
wearable_questionnaire,1,total_symptom_count,54.455191970609256
wearable_questionnaire,1,urinal_count,42.344182312681404
wearable_questionnaire,1,gastrointestinal_count,34.68652104551488
wearable_questionnaire,1,Q02,33.59106418275619
wearable_questionnaire,1,Q08,33.51930672166753
wearable_questionnaire,1,distortion_perception_count,33.24562144339926
wearable_questionnaire,1,sleep_fatigue_count,29.18537113515552
wearable_questionnaire,1,Q25,27.822498545299524
wearable_questionnaire,1,Q01,21.491664262740322
wearable_questionnaire,1,Q05,21.00585764035734
wearable_questionnaire,1,Q09,19.384051681979276
wearable_questionnaire,1,freq_gyro_y_dominant_frequency,19.223384270587403
wearable_questionnaire,1,apathy_attention_memory_count,17.502397638778234
wearable_questionnaire,1,Q07,16.85725608943114
wearable_questionnaire,1,cardiovascular_count,15.418065257819427
wearable_questionnaire,1,Q12,12.672642618009927
wearable_questionnaire,1,freq_original_sampling_frequency_hz,11.9033486254909
wearable_questionnaire,1,freq_gyro_z_dominant_frequency,11.668627598565488
wearable_questionnaire,1,Q13,11.078175608783793
wearable_questionnaire,1,Q03,10.983264861202446
