dataset,accuracy,balanced_accuracy,macro_f1,precision_macro,recall_macro
demographics_questionnaire,0.6311300639658849,0.6214431924610646,0.5804217230215573,0.5704961249384234,0.6214431924610646
wearable_questionnaire,0.6545842217484008,0.6690861486867048,0.6232808646494646,0.6095917312661498,0.6690861486867048
multimodal_full,0.6545842217484008,0.6609257274538392,0.620505792561132,0.6054960317460317,0.6609257274538392
